hhid,total_area_ha,total_area_gps_ha,n_plots,n_plots_valides,region,etat,zone_residence,strate,wt_wave4
169022,1.2711000000000001,0.225351998,6,6,South East,Gombe,Rural,4,1329.084228515625
169024,0.5415000000000001,0.17771799900000002,3,3,South East,Gombe,Rural,4,1329.084228515625
169026,14.68,0.06256400100000001,5,5,South East,Gombe,Rural,4,3458.03466796875
169027,2.832802,0.085658001,3,3,South East,Gombe,Rural,4,3458.03466796875
169028,3.257488,0.12718600200000002,5,5,South East,Gombe,Rural,4,3458.03466796875
169029,NA,0,1,0,South East,Gombe,Rural,4,3458.03466796875
169030,0.09000000000000001,0.0401909991,4,4,South East,Gombe,Rural,4,3458.03466796875
169032,NA,0,1,0,South East,Gombe,Rural,4,3458.03466796875
169033,0.12000000000000001,0.161129999,4,4,South East,Gombe,Rural,4,3458.03466796875
169035,0.066,0.0707099967,3,3,South East,Gombe,Rural,4,3458.03466796875
169036,17.366200000000003,0.0622470002,5,5,South East,Gombe,Rural,4,3458.03466796875
169038,3.475058,0.451239002,5,5,South East,Gombe,Rural,4,10629.44921875
169040,3.688174,0.052935999000000004,5,5,South East,Gombe,Rural,4,10629.44921875
169041,0.163,0.089624997,3,3,South East,Gombe,Rural,4,10629.44921875
169042,0.05,0.173868997,4,4,South East,Gombe,Rural,4,10629.44921875
169043,0.03,0.063433999,3,3,South East,Gombe,Rural,4,10629.44921875
169044,0.082,0.043720001,4,4,South East,Gombe,Rural,4,10629.44921875
169045,1.009372,0.265397999,4,4,South East,Gombe,Rural,4,10629.44921875
169046,0.162,0.130630002,4,4,South East,Gombe,Rural,4,10629.44921875
169047,0.462343,0.185247999,3,3,South East,Gombe,Rural,4,10629.44921875
169048,3.702174,0.113654003,5,5,South East,Gombe,Rural,4,10629.44921875
169049,0.75,0.0238589998,3,3,South East,Gombe,Rural,4,2045.42236328125
169050,6.4830000000000005,0.05527900100000001,8,8,South East,Gombe,Rural,4,2045.42236328125
169051,0.66,0.12113099899999999,8,8,South East,Gombe,Rural,4,2045.42236328125
169054,1.596,0.079785999,9,9,South East,Gombe,Rural,4,2045.42236328125
169056,2.3200000000000003,0.09276400200000001,7,7,South East,Gombe,Rural,4,2045.42236328125
169057,1.3205,0.291763989,6,6,South East,Gombe,Rural,4,2045.42236328125
169058,0.988,0.1022800011,5,5,South East,Gombe,Rural,4,2045.42236328125
169059,1.254,0.228992002,5,5,South East,Gombe,Rural,4,2045.42236328125
169060,0.8170000000000001,0.191616,4,4,South East,Gombe,Rural,4,2045.42236328125
169061,36.88,0.3365830009,7,7,South East,Gombe,Rural,4,2449.892578125
169063,1.212,0.074526001,3,3,South East,Gombe,Rural,4,2449.892578125
169065,35.720000000000006,0.156027998,5,5,South East,Gombe,Rural,4,2449.892578125
169066,0.14500000000000002,0.157798999,3,3,South East,Gombe,Rural,4,2449.892578125
169067,0.252,0.179434998,4,4,South East,Gombe,Rural,4,2449.892578125
169068,0.149,0.152605997,4,4,South East,Gombe,Rural,4,2449.892578125
169069,0.18880000000000002,0.051274,3,3,South East,Gombe,Rural,4,2449.892578125
169070,NA,0,1,0,South East,Gombe,Rural,4,2449.892578125
169071,0.137,0.0612320023,5,5,South East,Gombe,Rural,4,2449.892578125
169072,0.28700000000000003,0.19240999999999997,5,5,South East,Gombe,Rural,4,2449.892578125
169073,0.9538000000000001,0,8,8,South East,Gombe,Rural,4,4237.30126953125
169075,1.3096,0.044353001,4,4,South East,Gombe,Rural,4,4237.30126953125
169076,0.35625,0.13408800199999998,8,8,South East,Gombe,Rural,4,4237.30126953125
169077,0.23845000000000002,0.057323997999999994,5,5,South East,Gombe,Rural,4,4237.30126953125
169078,0.608,0.023171001,3,3,South East,Gombe,Rural,4,4237.30126953125
169079,0.68,0.022191,3,3,South East,Gombe,Rural,4,4237.30126953125
169080,1.08,0.046937,8,8,South East,Gombe,Rural,4,4237.30126953125
169083,1.2065000000000001,0.07242399999999999,5,5,South East,Gombe,Rural,4,4237.30126953125
169084,0.703,0.066687002,4,4,South East,Gombe,Rural,4,4237.30126953125
169085,0.28200000000000003,0.01857,3,3,South East,Gombe,Rural,4,8472.5068359375
169088,1.214058,0.121446997,3,3,South East,Gombe,Rural,4,8472.5068359375
169089,0.25974400000000003,0.053630999900000004,5,5,South East,Gombe,Rural,4,8472.5068359375
169091,0.30400000000000005,0,2,2,South East,Gombe,Rural,4,8472.5068359375
169092,0.1678,0.0098470001,3,3,South East,Gombe,Rural,4,8472.5068359375
169094,NA,0,1,0,South East,Gombe,Rural,4,8472.5068359375
169095,0.03,0.024419999999999997,2,2,South East,Gombe,Rural,4,8472.5068359375
169096,0.2565,0.05691600100000001,3,3,South East,Gombe,Rural,4,8472.5068359375
169097,1.884686,0.0495929987,6,6,South East,Gombe,Rural,4,3728.975341796875
169099,0.2586,0.1638239988,5,5,South East,Gombe,Rural,4,3728.975341796875
169100,NA,0,1,0,South East,Gombe,Rural,4,NA
169101,0.138,0.020314,1,1,South East,Gombe,Rural,4,3728.975341796875
169103,4.899,0.239304997,7,7,South East,Gombe,Rural,4,3728.975341796875
169104,0.38,0,1,1,South East,Gombe,Rural,4,3728.975341796875
169105,3.795,0.109745998,3,3,South East,Gombe,Rural,4,3728.975341796875
169106,0.07200000000000001,0.042775,2,2,South East,Gombe,Rural,4,3728.975341796875
169107,3.634,0.047584999,4,4,South East,Gombe,Rural,4,3728.975341796875
169108,0.11575,0,3,3,South East,Gombe,Rural,4,3728.975341796875
169109,0.09,0.166259002,5,5,South East,Gombe,Rural,4,1785.21875
169111,2.448116,0.048307001,3,3,South East,Gombe,Rural,4,1785.21875
169112,0.058,0.0991229998,5,5,South East,Gombe,Rural,4,1785.21875
169113,0.13920000000000002,0.161240998,5,5,South East,Gombe,Rural,4,1785.21875
169114,0.896,0.146357999,6,6,South East,Gombe,Rural,4,1785.21875
169115,0.20800000000000002,0.054469,2,2,South East,Gombe,Rural,4,1785.21875
169116,31.221999999999998,0.124250998,5,5,South East,Gombe,Rural,4,1785.21875
169117,1.2560580000000001,0.047252,3,3,South East,Gombe,Rural,4,1785.21875
169119,2.490116,0.110330002,6,6,South East,Gombe,Rural,4,1785.21875
169120,1.660744,0.088961001,3,3,South East,Gombe,Rural,4,1785.21875
169121,1.447796,0.99033001,6,6,South East,Gombe,Rural,4,2413.51220703125
169122,0.8360000000000001,0.515696,4,4,South East,Gombe,Rural,4,2413.51220703125
169124,0.52725,0.35368,2,2,South East,Gombe,Rural,4,2413.51220703125
169125,2.13224,0.044706,4,4,South East,Gombe,Rural,4,2413.51220703125
169126,1.0545,0.45317998,5,5,South East,Gombe,Rural,4,2413.51220703125
169127,0.368,0.026267000999999998,2,2,South East,Gombe,Rural,4,2413.51220703125
169128,0.48450000000000004,0.11562899799999998,4,4,South East,Gombe,Rural,4,2413.51220703125
169129,0.854372,0.083314999,3,3,South East,Gombe,Rural,4,2413.51220703125
169130,3.618744,0.305379003,3,3,South East,Gombe,Rural,4,2413.51220703125
169131,0.3078,0.257261998,4,4,South East,Gombe,Rural,4,2413.51220703125
169133,0.55,0.26719099999999996,7,7,South East,Gombe,Rural,4,6176.685546875
169134,0.7185,0.022272999999999998,5,5,South East,Gombe,Rural,4,6176.685546875
169136,10.2255,0.122413998,6,6,South East,Gombe,Rural,4,6176.685546875
169137,7.854058000000001,0.51586,8,8,South East,Gombe,Rural,4,6176.685546875
169138,4.12,0.076836001,7,7,South East,Gombe,Rural,4,6176.685546875
169139,0.66,0.048855,5,5,South East,Gombe,Rural,4,6176.685546875
169141,1.2635,0.252998,4,4,South East,Gombe,Rural,4,6176.685546875
169142,1.2445000000000002,0.12312999899999999,5,5,South East,Gombe,Rural,4,6176.685546875
169144,1.9285,0.12449999999999999,5,5,South East,Gombe,Rural,4,6176.685546875
169145,NA,0,1,0,South East,Gombe,Rural,4,15553.482421875
169147,NA,0,1,0,South East,Gombe,Rural,4,15553.482421875
169148,NA,0,1,0,South East,Gombe,Rural,4,15553.482421875
169149,0.045,0,1,1,South East,Gombe,Rural,4,15553.482421875
169150,0.019,0,1,1,South East,Gombe,Rural,4,15553.482421875
169153,0.029595,0,3,3,South East,Gombe,Rural,4,15553.482421875
169154,NA,0,1,0,South East,Gombe,Rural,4,15553.482421875
169155,NA,0,1,0,South East,Gombe,Rural,4,15553.482421875
169156,0.016,0,1,1,South East,Gombe,Rural,4,15553.482421875
169160,0.931,0.22241100030000002,4,4,South East,Gombe,Rural,4,1329.084228515625
169166,2.1463,0.28563300210000003,6,6,South East,Gombe,Rural,4,2045.42236328125
169170,0.42000000000000004,0.038669001,3,3,South East,Gombe,Rural,4,4237.30126953125
169171,0.31200000000000006,0.054718998,3,3,South East,Gombe,Rural,4,8472.5068359375
169172,0.14200000000000002,0.039471001,5,5,South East,Gombe,Rural,4,8472.5068359375
169179,9.240000000000002,0,3,3,South East,Gombe,Rural,4,6176.685546875
169181,0.095,0,1,1,South East,Gombe,Rural,4,15553.482421875
169202,10.0848,0.177960999,4,4,South East,Gombe,Rural,4,3458.03466796875
170041,3.439831,1.81719001,4,4,North West,Imo,Rural,3,6691.11865234375
170042,2.291372,1.4356,2,2,North West,Imo,Rural,3,6691.11865234375
170043,1.2349999999999999,1.98778999,3,3,North West,Imo,Rural,3,6691.11865234375
170044,6.2244,1.3251,2,2,North West,Imo,Rural,3,6691.11865234375
170045,1.6301999999999999,0.71285,1,1,North West,Imo,Rural,3,6691.11865234375
170046,0.554,0,2,2,North West,Imo,Rural,3,6691.11865234375
170047,0.891,0,2,2,North West,Imo,Rural,3,6691.11865234375
170048,2.757,1.7005,4,4,North West,Imo,Rural,3,6691.11865234375
170049,3.139,2.3034599599999996,4,4,North West,Imo,Rural,3,6691.11865234375
170050,1.759,0.61793999,3,3,North West,Imo,Rural,3,6691.11865234375
170081,1.238,0.65678999,2,2,North West,Imo,Rural,3,2469.049560546875
170082,1.4349999999999998,1.0158,2,2,North West,Imo,Rural,3,2469.049560546875
170083,0.589,0.81386001,2,2,North West,Imo,Rural,3,2469.049560546875
170084,0.519,0.5294899900000001,2,2,North West,Imo,Rural,3,2469.049560546875
170085,1.3738,1.73385,3,3,North West,Imo,Rural,3,2469.049560546875
170086,NA,0,1,0,North West,Imo,Urbain,3,2469.049560546875
170087,2.85932,1.3157,3,3,North West,Imo,Rural,3,2469.049560546875
170088,4.241687,4.05601,7,7,North West,Imo,Rural,3,2469.049560546875
170089,1.4573,1.6748899700000002,4,4,North West,Imo,Rural,3,2469.049560546875
170090,3.837986,5.11960998,6,6,North West,Imo,Rural,3,2469.049560546875
179001,2.1242,2.75625,4,4,North West,Imo,Rural,3,9726.4013671875
179002,8.070005,5.44516001,5,5,North West,Imo,Rural,3,9726.4013671875
179003,2.036,2.6442,2,2,North West,Imo,Rural,3,9726.4013671875
179004,0.891,0.76206001,2,2,North West,Imo,Rural,3,9726.4013671875
179005,1.053,0.5560600099999999,2,2,North West,Imo,Rural,3,9726.4013671875
179006,2.011,4.8155,3,3,North West,Imo,Rural,3,9726.4013671875
179008,5.963,8.82788999,5,5,North West,Imo,Rural,3,9726.4013671875
179010,0.07246,0.50058999,2,2,North West,Imo,Rural,3,9726.4013671875
179011,3.54596,2.05873999,4,4,North West,Imo,Rural,3,9726.4013671875
179012,3.9484,6.30354004,5,5,North West,Imo,Rural,3,9726.4013671875
179013,3.463,3.93468005,7,7,North West,Imo,Rural,3,1983.4945068359375
179015,2.4446,1.68887,3,3,North West,Imo,Rural,3,1983.4945068359375
179017,3.291,1.74563999,3,3,North West,Imo,Rural,3,1983.4945068359375
179018,2.024,1.0814,2,2,North West,Imo,Rural,3,1983.4945068359375
179019,8.437999999999999,5.05546001,6,6,North West,Imo,Rural,3,1983.4945068359375
179020,2.006,6.16823999,3,3,North West,Imo,Rural,3,1983.4945068359375
179021,3.004,1.4357,2,2,North West,Imo,Rural,3,1983.4945068359375
179022,3.84992,1.7067,3,3,North West,Imo,Rural,3,1983.4945068359375
179023,0.04568,0,1,1,North West,Imo,Rural,3,1983.4945068359375
179024,6.1387,4.6745,4,4,North West,Imo,Rural,3,1983.4945068359375
179025,1.0127,1.3411799800000002,3,3,North West,Imo,Rural,3,5399.4892578125
179026,2.12223,0.77938999,4,4,North West,Imo,Rural,3,5399.4892578125
179028,0.056,2.2779,2,2,North West,Imo,Rural,3,5399.4892578125
179030,0.426686,1.2413,2,2,North West,Imo,Rural,3,5399.4892578125
179031,1.8284,2.62218999,3,3,North West,Imo,Rural,3,5399.4892578125
179032,1.482,0.8362599599999999,1,1,North West,Imo,Rural,3,5399.4892578125
179033,2.380686,1.1900699700000001,3,3,North West,Imo,Rural,3,5399.4892578125
179034,1.506,0.8926400400000001,2,2,North West,Imo,Rural,3,5399.4892578125
179035,1.5061,0.24921999999999997,2,2,North West,Imo,Rural,3,5399.4892578125
179036,0.84992,1.23975003,4,4,North West,Imo,Rural,3,5399.4892578125
179037,0.39757149999999997,0.32478999,2,2,North West,Imo,Rural,3,9733.447265625
179039,0.761,1.015,2,2,North West,Imo,Rural,3,9733.447265625
179041,1.6558,1.42903,3,3,North West,Imo,Rural,3,9733.447265625
179042,1.053,0.45251000999999996,2,2,North West,Imo,Rural,3,9733.447265625
179043,NA,0,1,0,North West,Imo,Rural,3,9733.447265625
179044,2.52,1.22831001,3,3,North West,Imo,Rural,3,9733.447265625
179045,1.255,0.7764,3,3,North West,Imo,Rural,3,9733.447265625
179046,0.8104,0.68340999,3,3,North West,Imo,Rural,3,9733.447265625
179047,0.54178,0.35776001,2,2,North West,Imo,Rural,3,9733.447265625
179048,0.04158,0,1,1,North West,Imo,Rural,3,9733.447265625
179049,2.2971,1.3354890190000002,6,6,North West,Imo,Rural,3,4671.5283203125
179050,1.547,0.32923999,2,2,North West,Imo,Rural,3,4671.5283203125
179052,3.014,0.7205100099999999,2,2,North West,Imo,Rural,3,4671.5283203125
179053,1.512,0.29926001,2,2,North West,Imo,Rural,3,4671.5283203125
179054,1.008,0.78488999,2,2,North West,Imo,Rural,3,4671.5283203125
179055,6.3088,3.864997973,6,6,North West,Imo,Rural,3,4671.5283203125
179056,3.385688,2.53788001,4,4,North West,Imo,Rural,3,4671.5283203125
179058,1.4217,0.74135,2,2,North West,Imo,Rural,3,4671.5283203125
179059,5.9911200000000004,4.1441799900000005,7,7,North West,Imo,Rural,3,4671.5283203125
179060,1.2749,0.18355,2,2,North West,Imo,Rural,3,4671.5283203125
179061,6.0268,5.8300100100000005,7,7,North West,Imo,Rural,3,1770.8614501953125
179062,0.0013,0,2,2,South West,Kwara,Urbain,3,1770.8614501953125
179063,5.251431999999999,3.19389,5,5,North West,Imo,Rural,3,1770.8614501953125
179064,1.038,1.6043,2,2,North West,Imo,Rural,3,1770.8614501953125
179065,1.033,0.55752998,2,2,North West,Imo,Rural,3,1770.8614501953125
179067,0.39,0.60297,4,4,North West,Imo,Rural,3,1770.8614501953125
179068,1.491486,1.61252,3,3,North West,Imo,Rural,3,1770.8614501953125
179069,1.145686,1.3006,2,2,North West,Imo,Rural,3,1770.8614501953125
179070,1.1640000000000001,1.0158,2,2,North West,Imo,Rural,3,1770.8614501953125
179072,2.001,1.5295,2,2,North West,Imo,Rural,3,1770.8614501953125
179073,0.1825,0,1,1,North West,Imo,Urbain,3,13718.8525390625
179074,0.995,1.0217,2,2,North West,Imo,Urbain,3,13718.8525390625
179075,0.125,0,1,1,North West,Imo,Urbain,3,13718.8525390625
179076,NA,0,1,0,North West,Imo,Urbain,3,13718.8525390625
179077,NA,0,1,0,North West,Imo,Urbain,3,13718.8525390625
179079,2.495,2.19240996,3,3,North West,Imo,Urbain,3,13718.8525390625
179080,NA,0,1,0,North West,Imo,Rural,3,13718.8525390625
179081,0.02255,0,1,1,North West,Imo,Urbain,3,13718.8525390625
179082,0.05,0,1,1,North West,Imo,Urbain,3,13718.8525390625
179084,NA,0,1,0,North West,Imo,Urbain,3,13718.8525390625
179085,0.05,0,1,1,North West,Imo,Urbain,3,3526.391845703125
179086,1.3923,0.932102959,3,3,North West,Imo,Urbain,3,3526.391845703125
179087,NA,0,1,0,North West,Imo,Urbain,3,3526.391845703125
179089,2.2479999999999998,0.63342002,3,3,North West,Imo,Urbain,3,3526.391845703125
179091,0.272,0,2,2,North West,Imo,Urbain,3,3526.391845703125
179092,0.839372,0,2,2,North West,Imo,Urbain,3,3526.391845703125
179093,NA,0,1,0,North West,Imo,Urbain,3,3526.391845703125
179095,NA,0,1,0,North West,Imo,Urbain,3,3526.391845703125
179096,NA,0,1,0,North West,Imo,Urbain,3,3526.391845703125
179097,0.6916,1.4378,2,2,North West,Imo,Rural,3,1961.9364013671875
179098,0.9492,2.30791001,3,3,North West,Imo,Rural,3,1961.9364013671875
179100,2.825286,4.41628999,6,6,North West,Imo,Rural,3,1961.9364013671875
179101,1.3926859999999999,2.9158,2,2,North West,Imo,Rural,3,1961.9364013671875
179102,1.038,1.0684,2,2,North West,Imo,Rural,3,1961.9364013671875
179103,1.2449999999999999,1.9825,2,2,North West,Imo,Rural,3,1961.9364013671875
179104,0.5928,1.9538,2,2,North West,Imo,Rural,3,1961.9364013671875
179105,0.6228,1.1479,2,2,North West,Imo,Rural,3,1961.9364013671875
179106,2.1018,2.32726001,3,3,North West,Imo,Rural,3,1961.9364013671875
179108,3.11944,3.1045,3,3,North West,Imo,Rural,3,1961.9364013671875
179124,NA,0,1,0,North West,Imo,Urbain,3,3526.391845703125
180001,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180003,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180004,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180005,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180006,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180007,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180008,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180009,NA,0,1,0,North West,Jigawa,Urbain,3,4287.21435546875
180031,0.884422,0.62495,3,3,North West,Jigawa,Rural,3,8199.6044921875
180032,1.809372,0.38024,2,2,North West,Jigawa,Rural,3,8199.6044921875
180033,1.214058,0.42578999,2,2,North West,Jigawa,Rural,3,8199.6044921875
180034,1.214058,0.24238999,2,2,North West,Jigawa,Rural,3,8199.6044921875
180035,1.5,0,2,2,North West,Jigawa,Rural,3,8199.6044921875
180036,3.3218,1.90647005,3,3,North West,Jigawa,Rural,3,8199.6044921875
180037,3.02343,8.36776001,2,2,North West,Jigawa,Rural,3,8199.6044921875
180038,3.5,2.3619,3,3,North West,Jigawa,Rural,3,8199.6044921875
180039,0.651686,0.7450799800000001,2,2,North West,Jigawa,Rural,3,8199.6044921875
180040,0.809372,1.7557999999999998,2,2,North West,Jigawa,Rural,3,8199.6044921875
180041,2.528566,1.768729989,7,7,North West,Jigawa,Urbain,3,6183.1279296875
180042,2.428116,1.4083979979999999,4,4,North West,Jigawa,Urbain,3,6183.1279296875
180043,0.404686,0.054721997,1,1,North West,Jigawa,Urbain,3,6183.1279296875
180044,0.809372,0.37939999999999996,2,2,North West,Jigawa,Urbain,3,6183.1279296875
180045,1,0.28445,1,1,North West,Jigawa,Urbain,3,6183.1279296875
180046,1,0,1,1,North West,Jigawa,Urbain,3,6183.1279296875
180047,1.622744,1.38023999,3,3,North West,Jigawa,Urbain,3,6183.1279296875
180049,1.214058,0.3435,2,2,North West,Jigawa,Urbain,3,6183.1279296875
180050,1.5,0.211068999,2,2,North West,Jigawa,Urbain,3,6183.1279296875
180091,1.9393719999999999,1.14043003,3,3,North West,Jigawa,Rural,3,1655.4462890625
180092,1,3.5366,1,1,North West,Jigawa,Rural,3,1655.4462890625
180093,0.43,0.44830001,2,2,North West,Jigawa,Rural,3,1655.4462890625
180094,0.5900000000000001,0.59801001,2,2,North West,Jigawa,Rural,3,1655.4462890625
180095,2.02343,1.1772,1,1,North West,Jigawa,Rural,3,1655.4462890625
180096,0.8892,0.23211001,1,1,North West,Jigawa,Rural,3,1655.4462890625
180097,0.404686,0.43562002,1,1,North West,Jigawa,Rural,3,1655.4462890625
180098,0.3415,0.3415,1,1,North West,Jigawa,Rural,3,1655.4462890625
180099,0.1,0.74878999,1,1,North West,Jigawa,Rural,3,1655.4462890625
180100,3,1.07002998,2,2,North West,Jigawa,Rural,3,1655.4462890625
189003,0.9493720000000001,0.14069,3,3,North West,Jigawa,Rural,3,11923.525390625
189005,0.3952,0,1,1,North West,Jigawa,Rural,3,11923.525390625
189006,3.38532,0.11714000000000001,2,2,North West,Jigawa,Rural,3,11923.525390625
189007,4.9657,4.57658,3,3,North West,Jigawa,Rural,3,11923.525390625
189008,1.4046859999999999,0.42202002,2,2,North West,Jigawa,Rural,3,11923.525390625
189009,0.22724,0.087297998,1,1,North West,Jigawa,Rural,3,11923.525390625
189010,2,0,1,1,North West,Jigawa,Rural,3,11923.525390625
189011,2.28652,0.061514001,2,2,North West,Jigawa,Rural,3,11923.525390625
189012,0.809372,0.11132,1,1,North West,Jigawa,Rural,3,11923.525390625
189014,0.4,0.48517997999999996,1,1,North West,Jigawa,Rural,3,7029.46630859375
189015,3,1.6074,1,1,North West,Jigawa,Rural,3,7029.46630859375
189016,4.5568,0.271,2,2,North West,Jigawa,Rural,3,7029.46630859375
189017,0.5928,0.29365,1,1,North West,Jigawa,Rural,3,7029.46630859375
189018,16,0.39856001,3,3,North West,Jigawa,Rural,3,7029.46630859375
189019,1.214058,0.21146001,1,1,North West,Jigawa,Rural,3,7029.46630859375
189020,0.809372,0.093062,1,1,North West,Jigawa,Rural,3,7029.46630859375
189021,6.767799999999999,0.9301899899999999,2,2,North West,Jigawa,Rural,3,7029.46630859375
189023,2,0.93235998,2,2,North West,Jigawa,Rural,3,7029.46630859375
189024,4,0.44108999000000004,2,2,North West,Jigawa,Rural,3,7029.46630859375
189025,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189028,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189029,0.35568,0.13163,1,1,North West,Jigawa,Urbain,3,4146.87255859375
189031,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189032,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189033,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189034,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189035,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189036,NA,0,1,0,North West,Jigawa,Urbain,3,4146.87255859375
189037,0.12994999999999998,0.560339004,5,5,North West,Jigawa,Rural,3,2597.375
189038,2.832802,0.9464999900000001,4,4,North West,Jigawa,Rural,3,2597.375
189039,4.446,0.26960999999999996,2,2,North West,Jigawa,Rural,3,2597.375
189040,0.7657,1.16930999,3,3,North West,Jigawa,Rural,3,2597.375
189041,1.02156,0.6228359920000001,2,2,North West,Jigawa,Rural,3,2597.375
189042,0.494,0.36937,1,1,North West,Jigawa,Rural,3,2597.375
189043,0.6422,0.32363999,1,1,North West,Jigawa,Rural,3,2597.375
189045,0.3656,0.49581001,3,3,North West,Jigawa,Rural,3,2597.375
189047,0.5928,1.2557399999999999,2,2,North West,Jigawa,Rural,3,2597.375
189048,1.0373999999999999,0.60881,3,3,North West,Jigawa,Rural,3,2597.375
189049,2.428116,0.75444998,4,4,North West,Jigawa,Rural,3,1095.547119140625
189051,1.3926859999999999,0.35141999999999995,2,2,North West,Jigawa,Rural,3,1095.547119140625
189052,0.877262,0.441915998,5,5,North West,Jigawa,Rural,3,1095.547119140625
189053,0.1976,0.073603003,1,1,North West,Jigawa,Rural,3,1095.547119140625
189054,0.3952,0.43984999999999996,2,2,North West,Jigawa,Rural,3,1095.547119140625
189055,0.2223,0.31167,1,1,North West,Jigawa,Rural,3,1095.547119140625
189056,0.494,0.38138999,1,1,North West,Jigawa,Rural,3,1095.547119140625
189057,1.618744,0.215608998,2,2,North West,Jigawa,Rural,3,1095.547119140625
189058,0.914517,0.432232996,6,6,North West,Jigawa,Rural,3,1095.547119140625
189060,0.809372,0.177427001,2,2,North West,Jigawa,Rural,3,1095.547119140625
189062,3.5234300000000003,3.48753,3,3,North West,Jigawa,Rural,3,10361.3203125
189064,1.918744,3.40163,3,3,North West,Jigawa,Rural,3,10361.3203125
189065,2,1.6018,2,2,North West,Jigawa,Rural,3,10361.3203125
189066,1.337558,0.53272,3,3,North West,Jigawa,Rural,3,10361.3203125
189067,0.404686,0.41522002,1,1,North West,Jigawa,Rural,3,10361.3203125
189068,2.964,0,2,2,North West,Jigawa,Rural,3,10361.3203125
189069,0.3952,0.26745,1,1,North West,Jigawa,Rural,3,10361.3203125
189070,1.482,0,1,1,North West,Jigawa,Rural,3,10361.3203125
189071,4.9399999999999995,0.12165,2,2,North West,Jigawa,Rural,3,10361.3203125
189072,0.8398,0.9572700000000001,2,2,North West,Jigawa,Rural,3,10361.3203125
189073,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189074,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189075,0.00494,0.029029001,1,1,North West,Kano,Rural,3,3779.58837890625
189076,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189077,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189078,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189079,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189080,0.6669,0.11037999999999999,1,1,North West,Jigawa,Urbain,3,3779.58837890625
189081,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189082,NA,0,1,0,North West,Jigawa,Urbain,3,3779.58837890625
189085,0.494,0,2,2,North West,Jigawa,Urbain,3,5387.49755859375
189086,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189087,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189089,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189090,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189091,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189093,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189094,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189095,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189096,NA,0,1,0,North West,Jigawa,Urbain,3,5387.49755859375
189097,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189099,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189100,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189101,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189102,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189103,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189104,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189105,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189106,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189108,NA,0,1,0,North West,Jigawa,Urbain,3,7511.7041015625
189109,0.66,0.66752002,1,1,North West,Jigawa,Rural,3,1754.6531982421875
189110,3.0117149999999997,1.25808999,2,2,North West,Jigawa,Rural,3,1754.6531982421875
189112,2.428116,0.25893,1,1,North West,Jigawa,Rural,3,1754.6531982421875
189116,8.0028,0.77931,2,2,North West,Jigawa,Rural,3,1754.6531982421875
189117,2.428116,0.83585,1,1,North West,Jigawa,Rural,3,1754.6531982421875
189118,3.76824,3.7682200200000002,2,2,North West,Jigawa,Rural,3,1754.6531982421875
189119,0.3245,0.3245,1,1,North West,Jigawa,Rural,3,1754.6531982421875
189120,2,0.58301998,2,2,North West,Jigawa,Rural,3,1754.6531982421875
